iter	Passed	Remaining
3198	33199	18691
3199	33210	18681
3200	33218	18669
3201	33227	18658
3202	33235	18646
3203	33245	18635
3204	33253	18623
3205	33262	18612
3206	33271	18601
3207	33280	18590
3208	33290	18580
3209	33300	18569
3210	33310	18558
3211	33318	18547
3212	33327	18536
3213	33336	18524
3214	33345	18513
3215	33354	18502
3216	33362	18491
3217	33371	18480
3218	33379	18468
3219	33389	18457
3220	33398	18446
3221	33408	18435
3222	33415	18423
3223	33425	18413
3224	33433	18401
3225	33442	18390
3226	33450	18378
3227	33459	18367
3228	33469	18356
3229	33477	18345
3230	33487	18334
3231	33494	18322
3232	33504	18312
3233	33512	18300
3234	33522	18289
3235	33529	18277
3236	33539	18266
3237	33547	18255
3238	33555	18243
3239	33564	18232
3240	33572	18221
3241	33581	18209
3242	33589	18198
3243	33598	18187
3244	33607	18175
3245	33617	18165
3246	33625	18153
3247	33635	18143
3248	33642	18131
3249	33652	18120
3250	33659	18108
3251	33669	18097
3252	33678	18087
3253	33687	18075
3254	33698	18065
3255	33708	18055
3256	33719	18045
3257	33727	18033
3258	33736	18022
3259	33745	18011
3260	33753	17999
3261	33763	17989
3262	33771	17977
3263	33782	17967
3264	33791	17956
3265	33801	17945
3266	33810	17934
3267	33818	17923
3268	33827	17912
3269	33835	17900
3270	33845	17890
3271	33852	17878
3272	33862	17867
3273	33870	17855
3274	33881	17845
3275	33889	17834
3276	33898	17823
3277	33907	17812
3278	33915	17800
3279	33924	17789
3280	33932	17778
3281	33941	17767
3282	33950	17755
3283	33960	17745
3284	33967	17733
3285	33979	17723
3286	33987	17712
3287	33997	17701
3288	34007	17691
3289	34015	17679
3290	34026	17669
3291	34033	17657
3292	34043	17647
3293	34050	17635
3294	34060	17624
3295	34067	17612
3296	34076	17601
3297	34083	17589
3298	34093	17578
3299	34103	17568
3300	34111	17556
3301	34120	17545
3302	34127	17534
3303	34136	17523
3304	34144	17511
3305	34153	17500
3306	34163	17489
3307	34172	17478
3308	34179	17467
3309	34188	17455
3310	34196	17444
3311	34205	17433
3312	34214	17422
3313	34223	17411
3314	34231	17399
3315	34239	17388
3316	34247	17376
3317	34255	17365
3318	34266	17354
3319	34273	17343
3320	34282	17332
3321	34289	17320
3322	34299	17309
3323	34307	17298
3324	34316	17287
3325	34323	17275
3326	34332	17264
3327	34340	17252
3328	34349	17241
3329	34357	17230
3330	34366	17219
3331	34374	17207
3332	34383	17197
3333	34391	17185
3334	34400	17174
3335	34409	17163
3336	34419	17152
3337	34428	17142
3338	34436	17130
3339	34445	17119
3340	34454	17108
3341	34463	17097
3342	34470	17085
3343	34480	17075
3344	34487	17063
3345	34496	17052
3346	34504	17040
3347	34514	17030
3348	34522	17018
3349	34530	17007
3350	34539	16996
3351	34547	16985
3352	34555	16973
3353	34564	16962
3354	34571	16950
3355	34580	16939
3356	34588	16928
3357	34596	16917
3358	34604	16905
3359	34613	16894
3360	34622	16883
3361	34631	16872
3362	34640	16862
3363	34648	16850
3364	34657	16839
3365	34665	16827
3366	34674	16817
3367	34682	16805
3368	34690	16794
3369	34698	16782
3370	34708	16772
3371	34716	16761
3372	34726	16750
3373	34734	16739
3374	34743	16728
3375	34750	16716
3376	34759	16705
3377	34767	16694
3378	34775	16682
3379	34783	16671
3380	34792	16660
3381	34799	16648
3382	34807	16637
3383	34815	16625
3384	34824	16614
3385	34831	16603
3386	34840	16592
3387	34847	16580
3388	34857	16569
3389	34861	16556
3390	34871	16546
3391	34878	16534
3392	34888	16523
3393	34896	16512
3394	34905	16501
3395	34912	16490
3396	34921	16479
3397	34929	16467
3398	34938	16456
3399	34946	16445
3400	34954	16434
3401	34962	16422
3402	34971	16411
3403	34979	16400
3404	34987	16389
3405	34996	16378
3406	35004	16366
3407	35012	16355
3408	35020	16344
3409	35028	16333
3410	35037	16322
3411	35045	16310
3412	35053	16299
3413	35061	16288
3414	35069	16276
3415	35078	16265
3416	35085	16254
3417	35093	16243
3418	35101	16231
3419	35111	16221
3420	35120	16210
3421	35129	16199
3422	35137	16188
3423	35147	16177
3424	35154	16166
3425	35164	16155
3426	35172	16144
3427	35181	16133
3428	35189	16122
3429	35199	16111
3430	35206	16100
3431	35215	16088
3432	35222	16077
3433	35231	16066
3434	35238	16054
3435	35248	16044
3436	35262	16035
3437	35270	16024
3438	35296	16021
3439	35303	16009
3440	35312	15998
3441	35319	15987
3442	35328	15976
3443	35337	15965
3444	35346	15954
3445	35355	15943
3446	35364	15933
3447	35374	15922
3448	35383	15911
3449	35392	15900
3450	35426	15901
3451	35472	15907
3452	35504	15906
3453	35519	15898
3454	35532	15889
3455	35548	15881
3456	35580	15881
3457	35599	15874
3458	35613	15866
3459	35628	15857
3460	35640	15848
3461	35652	15838
3462	35667	15830
3463	35679	15821
3464	35691	15811
3465	35701	15801
3466	35710	15790
3467	35721	15780
3468	35730	15769
3469	35740	15758
3470	35752	15749
3471	35761	15738
3472	35773	15728
3473	35784	15718
3474	35792	15707
3475	35803	15697
3476	35812	15686
3477	35823	15676
3478	35834	15666
3479	35845	15656
3480	35858	15647
3481	35870	15637
3482	35884	15629
3483	35893	15618
3484	35903	15607
3485	35912	15597
3486	35921	15586
3487	35931	15575
3488	35946	15567
3489	35954	15556
3490	35970	15548
3491	35980	15537
3492	35989	15527
3493	35998	15516
3494	36007	15505
3495	36017	15494
3496	36027	15484
3497	36037	15473
3498	36048	15464
3499	36057	15453
3500	36069	15443
3501	36082	15434
3502	36091	15423
3503	36099	15412
3504	36110	15402
3505	36118	15390
3506	36126	15379
3507	36135	15368
3508	36144	15357
3509	36151	15346
3510	36160	15335
3511	36167	15323
3512	36177	15313
3513	36186	15302
3514	36194	15291
3515	36202	15280
3516	36211	15269
3517	36219	15258
3518	36229	15247
3519	36238	15236
3520	36247	15226
3521	36258	15215
3522	36267	15205
3523	36282	15196
3524	36293	15186
3525	36303	15176
3526	36315	15166
3527	36329	15158
3528	36346	15150
3529	36363	15142
3530	36377	15134
3531	36388	15123
3532	36403	15115
3533	36415	15106
3534	36429	15097
3535	36443	15088
3536	36455	15078
3537	36467	15069
3538	36477	15058
3539	36489	15049
3540	36507	15042
3541	36519	15032
3542	36528	15021
3543	36539	15011
3544	36549	15001
3545	36561	14991
3546	36572	14981
3547	36582	14971
3548	36591	14960
3549	36600	14949
3550	36610	14939
3551	36622	14929
3552	36635	14920
3553	36644	14909
3554	36660	14901
3555	36670	14890
3556	36680	14880
3557	36689	14869
3558	36698	14859
3559	36708	14848
3560	36719	14838
3561	36732	14829
3562	36747	14820
3563	36757	14810
3564	36769	14800
3565	36780	14790
3566	36790	14780
3567	36801	14770
3568	36812	14759
3569	36821	14749
3570	36833	14739
3571	36843	14729
3572	36852	14718
3573	36864	14708
3574	36874	14698
3575	36885	14688
3576	36895	14677
3577	36904	14666
3578	36929	14662
3579	36951	14656
3580	36962	14646
3581	36973	14636
3582	36984	14626
3583	36996	14616
3584	37005	14605
3585	37014	14595
3586	37024	14584
3587	37032	14573
3588	37042	14563
3589	37051	14552
3590	37061	14541
3591	37071	14531
3592	37079	14520
3593	37089	14509
3594	37097	14498
3595	37106	14487
3596	37114	14476
3597	37124	14466
3598	37133	14454
3599	37143	14444
3600	37152	14433
3601	37161	14423
3602	37176	14414
3603	37186	14404
3604	37195	14393
3605	37205	14382
3606	37214	14371
3607	37223	14361
3608	37232	14350
3609	37241	14339
3610	37250	14328
3611	37260	14318
3612	37279	14311
3613	37296	14303
3614	37305	14292
3615	37314	14281
3616	37323	14271
3617	37335	14261
3618	37344	14250
3619	37354	14240
3620	37364	14229
3621	37373	14218
3622	37384	14208
3623	37393	14197
3624	37402	14187
3625	37410	14176
3626	37421	14165
3627	37430	14155
3628	37438	14143
3629	37447	14133
3630	37456	14122
3631	37466	14111
3632	37474	14100
3633	37484	14090
3634	37493	14079
3635	37503	14068
3636	37513	14058
3637	37522	14047
3638	37536	14038
3639	37547	14028
3640	37556	14017
3641	37565	14007
3642	37573	13995
3643	37583	13985
3644	37592	13974
3645	37602	13964
3646	37612	13953
3647	37619	13942
3648	37629	13931
3649	37637	13920
3650	37647	13910
3651	37655	13899
3652	37664	13888
3653	37673	13877
3654	37682	13866
3655	37692	13856
3656	37702	13845
3657	37716	13837
3658	37726	13826
3659	37735	13815
3660	37745	13805
3661	37754	13794
3662	37765	13784
3663	37777	13774
3664	37788	13764
3665	37798	13754
3666	37817	13747
3667	37833	13739
3668	37844	13728
3669	37856	13719
3670	37871	13710
3671	37891	13703
3672	37911	13696
3673	37924	13687
3674	37942	13680
3675	37957	13671
3676	37975	13663
3677	37988	13654
3678	38003	13645
3679	38016	13636
3680	38029	13627
3681	38043	13617
3682	38055	13608
3683	38066	13598
3684	38080	13588
3685	38102	13582
3686	38127	13577
3687	38144	13569
3688	38161	13561
3689	38178	13553
3690	38193	13545
3691	38208	13536
3692	38225	13528
3693	38240	13519
3694	38254	13510
3695	38272	13503
3696	38290	13495
3697	38301	13485
3698	38310	13474
3699	38323	13464
3700	38339	13456
3701	38353	13447
3702	38365	13437
3703	38376	13427
3704	38388	13417
3705	38400	13408
3706	38410	13397
3707	38423	13387
3708	38435	13378
3709	38445	13367
3710	38455	13357
3711	38468	13347
3712	38478	13337
3713	38487	13326
3714	38499	13316
3715	38517	13309
3716	38530	13299
3717	38542	13289
3718	38552	13279
3719	38564	13269
3720	38576	13259
3721	38587	13249
3722	38599	13239
3723	38618	13232
3724	38648	13228
3725	38661	13219
3726	38675	13209
3727	38684	13199
3728	38696	13189
3729	38707	13179
3730	38716	13168
3731	38729	13158
3732	38739	13148
3733	38750	13138
3734	38762	13128
3735	38774	13118
3736	38785	13108
3737	38797	13098
3738	38809	13088
3739	38818	13078
3740	38838	13070
3741	38852	13061
3742	38862	13051
3743	38873	13040
3744	38888	13031
3745	38898	13021
3746	38909	13011
3747	38919	13000
3748	38932	12991
3749	38942	12980
3750	38952	12970
3751	38962	12959
3752	38974	12950
3753	38984	12939
3754	38993	12928
3755	39005	12918
3756	39016	12908
3757	39027	12898
3758	39038	12888
3759	39048	12877
3760	39059	12867
3761	39071	12857
3762	39081	12847
3763	39092	12836
3764	39103	12826
3765	39113	12816
3766	39122	12805
3767	39133	12795
3768	39142	12784
3769	39153	12774
3770	39163	12763
3771	39174	12753
3772	39184	12743
3773	39194	12732
3774	39203	12721
3775	39215	12711
3776	39224	12701
3777	39235	12690
3778	39245	12680
3779	39254	12669
3780	39264	12659
3781	39274	12648
3782	39284	12637
3783	39295	12627
3784	39309	12618
3785	39320	12608
3786	39331	12598
3787	39346	12589
3788	39355	12578
3789	39367	12568
3790	39378	12558
3791	39388	12547
3792	39399	12537
3793	39410	12527
3794	39419	12516
3795	39430	12506
3796	39441	12496
3797	39453	12486
3798	39467	12477
3799	39479	12467
3800	39489	12456
3801	39499	12446
3802	39510	12435
3803	39519	12425
3804	39529	12414
3805	39539	12404
3806	39549	12393
3807	39559	12383
3808	39567	12372
3809	39577	12361
3810	39587	12350
3811	39595	12339
3812	39605	12329
3813	39613	12318
3814	39625	12308
3815	39637	12298
3816	39648	12288
3817	39659	12278
3818	39673	12268
3819	39683	12258
3820	39693	12247
3821	39704	12237
3822	39714	12227
3823	39724	12216
3824	39735	12206
3825	39744	12195
3826	39754	12184
3827	39762	12174
3828	39773	12163
3829	39784	12153
3830	39793	12142
3831	39803	12132
3832	39811	12121
3833	39823	12111
3834	39833	12100
3835	39841	12089
3836	39850	12078
3837	39858	12067
3838	39870	12057
3839	39880	12047
3840	39888	12036
3841	39897	12025
3842	39905	12014
3843	39914	12003
3844	39923	11992
3845	39932	11981
3846	39939	11970
3847	39948	11959
3848	39977	11954
3849	39993	11946
3850	40004	11935
3851	40012	11924
3852	40021	11914
3853	40028	11902
3854	40038	11892
3855	40045	11880
3856	40055	11870
3857	40064	11859
3858	40072	11848
3859	40081	11837
3860	40089	11826
3861	40096	11815
3862	40106	11804
3863	40114	11793
3864	40122	11782
3865	40130	11771
3866	40139	11760
3867	40148	11749
3868	40162	11740
3869	40174	11730
3870	40185	11720
3871	40192	11709
3872	40201	11698
3873	40209	11686
3874	40217	11676
3875	40225	11664
3876	40234	11654
3877	40241	11642
3878	40250	11632
3879	40257	11620
3880	40265	11609
3881	40273	11598
3882	40283	11588
3883	40291	11577
3884	40300	11566
3885	40308	11555
3886	40318	11544
3887	40326	11533
3888	40334	11522
3889	40343	11511
3890	40351	11500
3891	40359	11489
3892	40367	11478
3893	40376	11468
3894	40390	11458
3895	40400	11448
3896	40409	11437
3897	40417	11426
3898	40426	11415
3899	40434	11404
3900	40444	11394
3901	40452	11383
3902	40460	11372
3903	40468	11361
3904	40478	11350
3905	40486	11339
3906	40495	11328
3907	40502	11317
3908	40512	11307
3909	40519	11295
3910	40528	11285
3911	40536	11273
3912	40544	11262
3913	40551	11251
3914	40560	11240
3915	40567	11229
3916	40575	11218
3917	40583	11207
3918	40591	11196
3919	40599	11185
3920	40611	11175
3921	40624	11165
3922	40635	11155
3923	40646	11145
3924	40660	11136
3925	40672	11126
3926	40681	11115
3927	40691	11105
3928	40700	11094
3929	40710	11084
3930	40722	11074
3931	40731	11063
3932	40741	11053
3933	40751	11042
3934	40760	11031
3935	40772	11021
3936	40781	11011
3937	40790	11000
3938	40802	10990
3939	40810	10979
3940	40825	10970
3941	40835	10959
3942	40843	10948
3943	40852	10938
3944	40860	10927
3945	40869	10916
3946	40877	10905
3947	40886	10894
3948	40895	10884
3949	40905	10873
3950	40914	10862
3951	40924	10852
3952	40935	10842
3953	40946	10831
3954	40956	10821
3955	40967	10811
3956	40977	10800
3957	40986	10790
3958	40997	10780
3959	41006	10769
3960	41018	10759
3961	41031	10749
3962	41068	10746
3963	41087	10738
3964	41097	10727
3965	41121	10721
3966	41137	10712
3967	41150	10702
3968	41165	10693
3969	41176	10683
3970	41189	10673
3971	41201	10663
3972	41213	10653
3973	41225	10643
3974	41239	10634
3975	41253	10624
3976	41273	10616
3977	41286	10607
3978	41297	10596
3979	41313	10587
3980	41331	10579
3981	41349	10570
3982	41368	10562
3983	41386	10554
3984	41397	10544
3985	41409	10534
3986	41422	10524
3987	41438	10515
3988	41453	10506
3989	41470	10497
3990	41488	10488
3991	41507	10480
3992	41527	10472
3993	41543	10463
3994	41559	10454
3995	41576	10446
3996	41598	10438
3997	41612	10429
3998	41633	10421
3999	41646	10411
4000	41657	10401
4001	41670	10391
4002	41684	10382
4003	41696	10372
4004	41708	10362
4005	41723	10352
4006	41736	10342
4007	41749	10333
4008	41761	10323
4009	41777	10314
4010	41789	10304
4011	41804	10294
4012	41819	10285
4013	41831	10275
4014	41844	10265
4015	41854	10255
4016	41864	10244
4017	41877	10234
4018	41888	10224
4019	41899	10214
4020	41910	10204
4021	41921	10193
4022	41932	10183
4023	41944	10173
4024	41955	10163
4025	41967	10153
4026	41980	10143
4027	41994	10133
4028	42009	10124
4029	42023	10114
4030	42039	10105
4031	42054	10096
4032	42078	10089
4033	42115	10085
4034	42126	10074
4035	42139	10065
4036	42156	10056
4037	42176	10047
4038	42189	10038
4039	42202	10028
4040	42214	10018
4041	42225	10007
4042	42238	9997
4043	42248	9987
4044	42258	9977
4045	42270	9966
4046	42280	9956
4047	42291	9946
4048	42303	9935
4049	42313	9925
4050	42324	9915
4051	42335	9904
4052	42344	9893
4053	42354	9883
4054	42371	9874
4055	42383	9864
4056	42392	9853
4057	42404	9843
4058	42415	9833
4059	42424	9822
4060	42434	9811
4061	42444	9801
4062	42453	9790
4063	42463	9780
4064	42471	9768
4065	42480	9758
4066	42489	9747
4067	42498	9736
4068	42507	9725
4069	42516	9715
4070	42525	9704
4071	42533	9693
4072	42545	9683
4073	42562	9674
4074	42586	9666
4075	42597	9656
4076	42605	9645
4077	42615	9634
4078	42622	9623
4079	42633	9613
4080	42640	9602
4081	42651	9591
4082	42658	9580
4083	42668	9570
4084	42677	9559
4085	42687	9548
4086	42700	9538
4087	42712	9528
4088	42722	9518
4089	42738	9509
4090	42751	9499
4091	42762	9488
4092	42774	9478
4093	42805	9472
4094	42819	9463
4095	42833	9453
4096	42848	9443
4097	42862	9434
4098	42877	9424
4099	42895	9416
4100	42916	9407
4101	42931	9398
4102	42945	9388
4103	42963	9379
4104	42977	9370
4105	42992	9360
4106	43002	9350
4107	43015	9340
4108	43027	9330
4109	43051	9322
4110	43062	9312
4111	43077	9302
4112	43093	9293
4113	43107	9283
4114	43120	9273
4115	43133	9263
4116	43144	9253
4117	43155	9243
4118	43166	9232
4119	43176	9222
4120	43188	9212
4121	43198	9201
4122	43218	9193
4123	43236	9184
4124	43245	9173
4125	43255	9162
4126	43266	9152
4127	43276	9141
4128	43292	9132
4129	43302	9121
4130	43314	9111
4131	43323	9100
4132	43332	9090
4133	43341	9079
4134	43350	9068
4135	43358	9057
4136	43367	9046
4137	43375	9035
4138	43384	9024
4139	43392	9013
4140	43401	9003
4141	43411	8992
4142	43420	8981
4143	43429	8970
4144	43438	8960
4145	43448	8949
4146	43457	8938
4147	43469	8928
4148	43479	8918
4149	43496	8908
4150	43506	8898
4151	43520	8888
4152	43531	8878
4153	43542	8867
4154	43552	8857
4155	43566	8847
4156	43577	8837
4157	43588	8826
4158	43599	8816
4159	43610	8805
4160	43622	8795
4161	43633	8785
4162	43643	8774
4163	43651	8763
4164	43660	8753
4165	43669	8742
4166	43678	8731
4167	43687	8720
4168	43697	8710
4169	43705	8699
4170	43714	8688
4171	43724	8677
4172	43734	8667
4173	43745	8656
4174	43756	8646
4175	43764	8635
4176	43774	8624
4177	43783	8614
4178	43793	8603
4179	43803	8593
4180	43813	8582
4181	43822	8571
4182	43831	8560
4183	43838	8549
4184	43853	8540
4185	43863	8529
4186	43872	8518
4187	43880	8507
4188	43889	8497
4189	43898	8486
4190	43912	8476
4191	43922	8466
4192	43931	8455
4193	43943	8444
4194	43954	8434
4195	43964	8424
4196	43976	8413
4197	43986	8403
4198	43997	8392
4199	44007	8382
4200	44018	8372
4201	44029	8361
4202	44040	8351
4203	44050	8340
4204	44060	8330
4205	44071	8319
4206	44080	8309
4207	44089	8298
4208	44098	8287
4209	44107	8276
4210	44117	8266
4211	44127	8255
4212	44135	8244
4213	44144	8233
4214	44154	8223
4215	44163	8212
4216	44175	8202
4217	44185	8191
4218	44194	8181
4219	44204	8170
4220	44219	8160
4221	44229	8150
4222	44237	8139
4223	44246	8128
4224	44254	8117
4225	44264	8107
4226	44272	8096
4227	44283	8085
4228	44292	8075
4229	44300	8064
4230	44309	8053
4231	44317	8042
4232	44326	8031
4233	44334	8020
4234	44343	8010
4235	44351	7999
4236	44362	7988
4237	44372	7978
4238	44380	7967
4239	44390	7956
4240	44399	7945
4241	44408	7935
4242	44416	7924
4243	44425	7913
4244	44432	7902
4245	44441	7891
4246	44449	7880
4247	44458	7870
4248	44466	7859
4249	44476	7848
4250	44484	7837
4251	44493	7827
4252	44501	7816
4253	44508	7805
4254	44516	7794
4255	44524	7783
4256	44532	7772
4257	44541	7761
4258	44548	7750
4259	44557	7740
4260	44565	7729
4261	44573	7718
4262	44580	7707
4263	44589	7696
4264	44597	7685
4265	44605	7674
4266	44613	7663
4267	44621	7653
4268	44629	7642
4269	44637	7631
4270	44645	7620
4271	44653	7609
4272	44660	7598
4273	44669	7587
4274	44677	7576
4275	44686	7566
4276	44693	7555
4277	44702	7544
4278	44710	7533
4279	44719	7522
4280	44726	7511
4281	44735	7501
4282	44743	7490
4283	44751	7479
4284	44759	7468
4285	44767	7457
4286	44775	7446
4287	44784	7436
4288	44791	7425
4289	44800	7414
4290	44809	7403
4291	44818	7393
4292	44826	7382
4293	44836	7371
4294	44845	7361
4295	44852	7350
4296	44861	7339
4297	44868	7328
4298	44876	7317
4299	44884	7306
4300	44891	7295
4301	44900	7285
4302	44908	7274
4303	44918	7263
4304	44928	7253
4305	44936	7242
4306	44947	7232
4307	44955	7221
4308	44963	7210
4309	44971	7199
4310	44980	7188
4311	44996	7179
4312	45009	7169
4313	45018	7158
4314	45027	7148
4315	45035	7137
4316	45044	7126
4317	45051	7115
4318	45061	7105
4319	45070	7094
4320	45079	7083
4321	45086	7072
4322	45095	7062
4323	45102	7051
4324	45111	7040
4325	45119	7029
4326	45127	7018
4327	45136	7008
4328	45144	6997
4329	45152	6986
4330	45160	6975
4331	45168	6965
4332	45176	6954
4333	45183	6943
4334	45192	6932
4335	45199	6921
4336	45208	6911
4337	45216	6900
4338	45224	6889
4339	45232	6878
4340	45242	6868
4341	45253	6857
4342	45263	6847
4343	45274	6836
4344	45282	6826
4345	45291	6815
4346	45300	6804
4347	45310	6794
4348	45320	6784
4349	45328	6773
4350	45339	6762
4351	45348	6752
4352	45357	6741
4353	45366	6731
4354	45376	6720
4355	45385	6709
4356	45393	6699
4357	45402	6688
4358	45410	6677
4359	45420	6667
4360	45428	6656
4361	45440	6646
4362	45448	6635
4363	45456	6624
4364	45465	6614
4365	45473	6603
4366	45482	6592
4367	45490	6581
4368	45499	6571
4369	45507	6560
4370	45516	6549
4371	45525	6539
4372	45534	6528
4373	45541	6517
4374	45550	6507
4375	45558	6496
4376	45567	6485
4377	45575	6475
4378	45583	6464
4379	45591	6453
4380	45599	6442
4381	45607	6432
4382	45615	6421
4383	45623	6410
4384	45633	6400
4385	45641	6389
4386	45649	6378
4387	45657	6367
4388	45665	6357
4389	45673	6346
4390	45681	6335
4391	45689	6324
4392	45698	6314
4393	45705	6303
4394	45714	6292
4395	45722	6282
4396	45732	6271
4397	45740	6260
4398	45748	6250
4399	45756	6239
4400	45763	6228
4401	45771	6217
4402	45779	6207
4403	45787	6196
4404	45795	6185
4405	45802	6174
4406	45810	6164
4407	45818	6153
4408	45827	6142
4409	45835	6132
4410	45844	6121
4411	45852	6110
4412	45861	6100
4413	45870	6089
4414	45879	6079
4415	45888	6068
4416	45896	6057
4417	45905	6047
4418	45912	6036
4419	45921	6025
4420	45929	6015
4421	45939	6004
4422	45947	5994
4423	45956	5983
4424	45964	5972
4425	45973	5962
4426	45981	5951
4427	45989	5940
4428	45997	5930
4429	46006	5919
4430	46016	5909
4431	46024	5898
4432	46032	5887
4433	46042	5877
4434	46051	5866
4435	46060	5856
4436	46071	5845
4437	46079	5835
4438	46088	5824
4439	46095	5813
4440	46103	5803
4441	46111	5792
4442	46119	5781
4443	46127	5771
4444	46136	5760
4445	46144	5749
4446	46152	5739
4447	46159	5728
4448	46168	5717
4449	46175	5707
4450	46184	5696
4451	46192	5685
4452	46201	5675
4453	46208	5664
4454	46217	5653
4455	46224	5643
4456	46233	5632
4457	46241	5621
4458	46249	5611
4459	46257	5600
4460	46266	5590
4461	46273	5579
4462	46282	5568
4463	46290	5558
4464	46298	5547
4465	46306	5536
4466	46315	5526
4467	46322	5515
4468	46331	5505
4469	46338	5494
4470	46347	5483
4471	46355	5473
4472	46363	5462
4473	46371	5451
4474	46380	5441
4475	46391	5431
4476	46401	5420
4477	46410	5410
4478	46418	5399
4479	46427	5388
4480	46434	5378
4481	46443	5367
4482	46451	5357
4483	46459	5346
4484	46473	5336
4485	46502	5328
4486	46521	5318
4487	46531	5308
4488	46540	5297
4489	46548	5287
4490	46557	5276
4491	46565	5266
4492	46574	5255
4493	46581	5244
4494	46589	5234
4495	46596	5223
4496	46604	5212
4497	46613	5202
4498	46621	5191
4499	46628	5180
4500	46636	5170
4501	46643	5159
4502	46650	5148
4503	46657	5138
4504	46665	5127
4505	46673	5116
4506	46681	5106
4507	46690	5095
4508	46697	5085
4509	46705	5074
4510	46712	5063
4511	46722	5053
4512	46729	5042
4513	46739	5032
4514	46747	5021
4515	46756	5011
4516	46766	5000
4517	46774	4990
4518	46784	4979
4519	46793	4969
4520	46802	4958
4521	46812	4948
4522	46825	4938
4523	46835	4927
4524	46843	4917
4525	46854	4906
4526	46862	4896
4527	46871	4885
4528	46880	4875
4529	46887	4864
4530	46895	4854
4531	46904	4843
4532	46912	4833
4533	46920	4822
4534	46929	4811
4535	46936	4801
4536	46945	4790
4537	46952	4780
4538	46961	4769
4539	46969	4758
4540	46977	4748
4541	46985	4737
4542	46993	4727
4543	47001	4716
4544	47009	4706
4545	47017	4695
4546	47026	4685
4547	47035	4674
4548	47044	4664
4549	47052	4653
4550	47061	4643
4551	47069	4632
4552	47078	4622
4553	47087	4611
4554	47097	4601
4555	47104	4590
4556	47114	4580
4557	47124	4569
4558	47133	4559
4559	47141	4548
4560	47149	4538
4561	47158	4527
4562	47166	4517
4563	47175	4506
4564	47184	4496
4565	47196	4486
4566	47215	4476
4567	47233	4466
4568	47245	4456
4569	47255	4446
4570	47265	4435
4571	47275	4425
4572	47286	4415
4573	47297	4405
4574	47308	4394
4575	47318	4384
4576	47327	4373
4577	47336	4363
4578	47345	4353
4579	47356	4342
4580	47365	4332
4581	47375	4321
4582	47384	4311
4583	47393	4300
4584	47402	4290
4585	47410	4280
4586	47421	4269
4587	47430	4259
4588	47440	4248
4589	47448	4238
4590	47457	4227
4591	47465	4217
4592	47474	4206
4593	47482	4196
4594	47490	4185
4595	47499	4175
4596	47507	4164
4597	47515	4154
4598	47524	4143
4599	47532	4133
4600	47540	4122
4601	47549	4112
4602	47559	4101
4603	47570	4091
4604	47580	4081
4605	47591	4071
4606	47602	4060
4607	47614	4050
4608	47628	4040
4609	47637	4030
4610	47649	4019
4611	47659	4009
4612	47669	3999
4613	47682	3989
4614	47694	3978
4615	47704	3968
4616	47716	3958
4617	47728	3948
4618	47745	3938
4619	47770	3929
4620	47784	3919
4621	47793	3908
4622	47803	3898
4623	47810	3887
4624	47818	3877
4625	47831	3867
4626	47843	3856
4627	47855	3846
4628	47863	3836
4629	47874	3825
4630	47882	3815
4631	47893	3804
4632	47903	3794
4633	47911	3784
4634	47921	3773
4635	47929	3763
4636	47938	3752
4637	47946	3742
4638	47954	3731
4639	47961	3721
4640	47970	3710
4641	47978	3700
4642	47986	3689
4643	47994	3679
4644	48002	3668
4645	48010	3658
4646	48019	3647
4647	48028	3637
4648	48037	3626
4649	48047	3616
4650	48060	3606
4651	48069	3595
4652	48077	3585
4653	48086	3574
4654	48094	3564
4655	48103	3554
4656	48112	3543
4657	48121	3533
4658	48130	3522
4659	48140	3512
4660	48149	3501
4661	48158	3491
4662	48169	3481
4663	48178	3470
4664	48189	3460
4665	48199	3450
4666	48207	3439
4667	48216	3429
4668	48225	3418
4669	48235	3408
4670	48244	3398
4671	48253	3387
4672	48263	3377
4673	48271	3366
4674	48281	3356
4675	48290	3346
4676	48299	3335
4677	48307	3325
4678	48316	3314
4679	48326	3304
4680	48336	3294
4681	48346	3283
4682	48354	3273
4683	48362	3262
4684	48370	3252
4685	48379	3241
4686	48386	3231
4687	48396	3220
4688	48409	3210
4689	48423	3200
4690	48434	3190
4691	48450	3180
4692	48465	3170
4693	48479	3160
4694	48492	3150
4695	48504	3140
4696	48515	3129
4697	48526	3119
4698	48538	3109
4699	48551	3099
4700	48563	3088
4701	48574	3078
4702	48585	3068
4703	48597	3057
4704	48609	3047
4705	48621	3037
4706	48631	3027
4707	48642	3016
4708	48654	3006
4709	48665	2996
4710	48676	2986
4711	48688	2975
4712	48698	2965
4713	48708	2955
4714	48720	2944
4715	48730	2934
4716	48741	2924
4717	48751	2913
4718	48759	2903
4719	48773	2893
4720	48782	2882
4721	48792	2872
4722	48801	2862
4723	48810	2851
4724	48821	2841
4725	48830	2831
4726	48840	2820
4727	48851	2810
4728	48866	2800
4729	48877	2790
4730	48894	2780
4731	48904	2769
4732	48915	2759
4733	48926	2749
4734	48937	2738
4735	48946	2728
4736	48956	2718
4737	48966	2707
4738	48976	2697
4739	48986	2687
4740	48995	2676
4741	49005	2666
4742	49015	2655
4743	49024	2645
4744	49033	2635
4745	49043	2624
4746	49054	2614
4747	49064	2604
4748	49174	2599
4749	49244	2591
4750	49332	2585
4751	49383	2577
